file_id,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7
1,0.0010703455773182213,0.0008695987577084452,1.954253339767456,0.00953222494572401,0.00043370222265366466,0.0035778649849817156,0.011345909256488085,0.01891702963039279
2,1.7624327898025514,0.00041488729621050877,0.003978241048753261,0.001884578133467585,0.0010458193632075564,0.058173862472176555,0.016895194258540868,0.1551746368408203
3,1.9972324132919312,6.35529442661209e-05,0.0005857769021531567,0.0001639636931940913,3.8501990638906135e-05,0.0006713616399792955,0.0002060994884232059,0.0010383222077507525
4,0.11570877507328987,0.0028210976510308684,0.05883176736533642,0.17027492299675942,0.014155701082199813,0.1023905698210001,0.1465260662138462,1.3892911076545715
5,1.9541069507598876,0.00028061610282748006,0.006603309290949255,0.006571795488707721,0.00019120901088172105,0.00818231119774282,0.002337412000633776,0.021726403106004
6,0.010352562088519335,0.0013362510944716632,0.010135897831059993,0.002036766137462109,0.00015793057173141278,1.964503824710846,0.002182930801063776,0.009293825598433614
7,0.0002937781639047898,0.00023467308419640177,0.0009568422887241468,1.5278146982192993,0.0015155298344325275,0.038672132045030595,0.0017863815883174539,0.428725928068161
8,1.8136963725090027,0.0034183441428467633,0.026340392231941224,0.005417830636724829,0.0010410844057332723,0.08912408202886582,0.008269895613193513,0.05269203893840313
9,1.9791866302490235,0.00012767904045176692,0.0008511506865033879,0.0012377751292660833,0.00026174938466283493,0.007221263763494789,0.002414889354258776,0.00869886134751141
10,0.7427363127470017,0.021594091970473527,0.547457854449749,0.03488313937559724,0.0054604135220870376,0.11482966169714928,0.12322540953755379,0.40981314331293106
11,0.00348924653371796,0.0018191861687228083,0.0025278536486439407,0.002265461254864931,0.0005968634228338488,1.976978588104248,0.0014194873394444585,0.010903303092345596
12,1.883171594142914,0.03117013964802027,0.02584977773949504,0.00304445989895612,0.0002426245977403596,0.03541801832616329,0.004511815379373729,0.01659156670793891
13,1.99593266248703,9.098720529436833e-05,0.00020622652409656438,0.0003128782584099099,6.030252343407483e-05,0.0014847117476165296,0.00021685773244826124,0.0016953753714915366
14,1.9795460820198059,0.0002787340403301641,0.007173899351619184,0.0017276893311645835,0.0003749689436517656,0.001635907671879977,0.002020020526833832,0.007242712681181729
15,1.9566019654273987,0.0002898074788390659,0.030582866445183755,0.0013774998718872667,0.0003623541633714922,0.00096638748946134,0.002466239233035594,0.007352912612259388
16,1.9958950281143188,0.00011167670927534346,0.00024199791878345422,0.0003003566016559489,3.624321461757063e-05,0.0011840963445138187,0.0005260818885290064,0.0017045416170731187
17,6.532961906486889e-05,0.00012170517729828134,0.004792078875470907,0.01079169928561896,0.00019298882034490816,1.9492714881896973,0.009339920175261796,0.02542476197704673
18,1.9957554936408997,0.0003689527751703281,0.0006431062058254611,0.0005198816768825054,2.2294762902674848e-05,0.0010205862403381617,0.0006962365965591744,0.000973477098159492
