file_id,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7
1,0.0006959119811654091,0.0002603466331493109,0.9783048391342163,0.005802848236635327,0.00018438485858496279,0.0014258335460908711,0.003861355781555176,0.00946447802707553
2,0.8701573848724365,0.0004131240275455639,0.0021375793498009444,0.0016366015654057265,0.0006233099207747728,0.04899110943078995,0.0063738068100064995,0.06966708227992058
3,0.9990842461585998,2.8239338280400262e-05,0.00016597639187239112,4.5947283797431734e-05,1.3062871221336537e-05,0.00020813801675103604,9.40531404921785e-05,0.0003603242861572653
4,0.1116393744945526,0.001583641511388123,0.019545404613018035,0.06017361059784889,0.009733799681998789,0.05375668555498123,0.06228516325354576,0.6812823057174683
5,0.9801092028617859,0.00030555786506738516,0.001969783008098602,0.002190493559464812,0.00011228442454012111,0.0035273621790111063,0.0008822002797387541,0.010903095360845327
6,0.0035661171190440656,0.0004839835979510099,0.006002386868931353,0.0005069843551609665,4.097093515156303e-05,0.9860428690910339,0.0005340302130207419,0.002822679211385548
7,0.00018183169013354927,0.00016284608864225447,0.000404746358981356,0.7647582411766052,0.0010879358393140136,0.016549292020499706,0.000790984439663589,0.21606412529945374
8,0.9532129645347596,0.0013618290540762246,0.006765896175056696,0.0011304733227007091,0.0002444754063617438,0.021233969554305076,0.001707683503627777,0.014342718198895455
9,0.9890438914299011,0.00010381170723121614,0.0003269312612246722,0.0003900843032170087,0.00014426588022615762,0.0045527048408985134,0.0010313088772818447,0.004407008783891797
10,0.28996174335479735,0.008790628332644702,0.27993092238903045,0.014742153789848089,0.004028909979388118,0.05046442039310932,0.033101512119174004,0.3189797282218933
11,0.002910082321614027,0.0018172587268054485,0.0011913625814486295,0.0009666578436736018,0.00023255455016624182,0.9851035118103028,0.0009287360706366598,0.006849816720932722
12,0.9365200638771057,0.026808781363070012,0.013857133686542511,0.0014262768207117915,8.948825270636008e-05,0.012650479376316071,0.0012523198733106256,0.007395436242222786
13,0.9988480567932129,3.334237371745985e-05,6.508673468488268e-05,6.400191632565111e-05,1.9106547733827027e-05,0.0005463311070343479,5.052655978943221e-05,0.00037357137189246713
14,0.9899940013885498,0.00018270223954459653,0.0032210965175181626,0.0007674457039684058,0.00022354946413543074,0.001251113455509767,0.0008548963814973831,0.0035051875282078983
15,0.9821099877357483,0.00014686186041217296,0.012487710523419081,0.00047966574784368276,0.00015026745822979137,0.0004408575652632862,0.0007394063170067966,0.0034452645108103753
16,0.9978434920310975,4.208626596664544e-05,9.17752600798849e-05,0.00015521132590947672,2.498697040209663e-05,0.0008791772765107453,0.0002604923502076417,0.0007027696410659701
17,2.7419024627306497e-05,2.9084918787702917e-05,0.0014378591207787395,0.0036676312796771527,5.312685898388736e-05,0.985286295413971,0.0014766898704692722,0.008021867298521102
