file_id,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7
1,0.0012818923394661396,0.00029651683871634305,0.9537390470504761,0.005142030585557222,0.0009498578670900315,0.012850110232830048,0.010086479038000107,0.015654041431844234
2,0.8287370204925537,0.0008140279562212527,0.0020472896751016377,0.001689643319696188,0.002161499089561403,0.09755652099847793,0.012370326556265354,0.054623686522245404
3,0.9984452366828919,1.6159735059773085e-05,0.00011035854986403137,0.00010332193414797075,5.8422838264959864e-06,0.0008470087544992566,5.6889287225203586e-05,0.00041516576311551034
4,0.00500002927146852,0.0005608129606116564,0.003091282583773136,0.08106268048286439,0.016962077748030425,0.3424418032169342,0.09527557790279388,0.4556057214736938
5,0.9955509543418884,2.967292839457514e-05,0.0004465929756406695,0.00026443758397363124,1.3342492093215696e-05,0.0031631450867280362,0.00011334234513924458,0.00041849535191431644
6,0.00820904616266489,0.01253325236029923,0.0050692128017544745,0.0009924279409460723,5.901929980609566e-05,0.9690306782722473,0.0007332276494707912,0.0033731747884303332
7,0.0004836246429476887,0.00017379742057528348,0.0007852828130125999,0.6550830721855163,0.0307149107567966,0.08107703477144242,0.0018592898501083254,0.22982301115989684
8,0.9412063717842102,0.0009692066698335112,0.005865236930549145,0.0018623501411639154,0.0004858385189436376,0.033823421224951744,0.0019240360241383314,0.013863557018339634
9,0.6473695993423462,0.0012750027468428015,0.002825276297517121,0.004440259747207164,0.00035200990096200256,0.2776375889778137,0.037814920768141747,0.02828533947467804
10,0.5498634397983551,0.006101712491363287,0.26669955998659134,0.004935893742367625,0.0005588049069046974,0.08859808966517449,0.03361973017454147,0.04962275996804237
11,0.03206429556012154,0.0005009870743378997,0.00026958028611261397,0.0002751572144916281,0.0001515415613539517,0.9608817815780639,0.0013819920481182636,0.0044746801257133486
12,0.9190716505050659,0.004217292758403346,0.0033901607152074576,0.0011905688792467118,8.066922819125467e-05,0.05878192037343979,0.0008668226946610957,0.012400906812399626
13,0.9961145758628845,4.634143879229668e-05,0.0001962380891200155,0.00017091637855628505,1.5064261060615535e-05,0.002917895745486021,0.00010028128162957728,0.0004386683227494359
14,0.4105906903743744,0.0022347291698679326,0.343693408370018,0.021594442054629327,0.0006486888974905014,0.1412706270813942,0.005633352417498827,0.07433405742049218
15,0.9922160267829895,5.113772422191687e-05,0.004587184498086571,0.00024436644453089683,5.712787969969213e-05,0.0005381833063438535,0.00044619643012993037,0.0018597658490762115
16,0.9985432624816895,3.38720106810797e-05,0.00010641950648277998,8.015072380658239e-05,2.3159367992775513e-05,0.0007937492453493177,0.00012452140363166108,0.00029485795821528884
17,0.000748783239396289,0.0004722352983662859,0.029960522754117848,0.040589208528399465,0.004985047085210681,0.8473791718482971,0.003189732995815575,0.07267531007528305
18,0.98409343957901,0.000489136518444866,0.0006665825028903782,0.00023841321526560933,7.01324301189743e-05,0.0042218145914375785,0.0009391396073624491,0.009281353233382106
19,0.9718803286552429,0.00017460660164942966,0.0022107019321992993,0.0011034520575776696,0.0001275757429539226,0.01769745722413063,0.0004469397361390293,0.006358936429023743
20,0.9994695782661438,6.372842562996084e-06,6.260671798372642e-05,2.1068057685624807e-05,3.086936612817226e-06,0.00025794359389692546,3.182361906510778e-05,0.00014752483984921129
21,0.98827143907547,0.00024035564420046284,0.0007090593280736357,0.0001671887672273442,9.167825046461076e-05,0.006389218941330909,0.0004300307831726968,0.0037010280415415765
22,0.00540418797172606,0.0003189849521731958,0.0014270464889705181,0.040141503885388376,0.00115353271830827,0.14857980534434317,0.36720322668552396,0.43577170968055723
23,0.006072957487776876,0.0006101829814724625,0.753114926815033,0.0018512502312660218,0.0008351007127203047,0.05687460992485285,0.0026541830506175757,0.17798679359257222
24,0.9627334117889405,5.1459098540362905e-05,0.001015065424144268,0.0003334406414069235,3.142207569908351e-05,0.033849732391536234,0.00025285937153967096,0.001732616953086108
25,0.0014770883601158858,3.8711102024535646e-05,0.004908849718049169,0.00019276140083093196,4.558908003673423e-05,0.9911731600761413,0.00024010059714782984,0.0019237348809838296
26,0.00014822544035268946,2.8033068883814848e-05,5.7393204406253064e-05,0.0007235063472762704,3.2881688821362334e-05,0.9971191048622131,0.0007480145781300962,0.0011428328230977058
27,0.00820904616266489,0.01253325236029923,0.0050692128017544745,0.0009924279409460723,5.901929980609566e-05,0.9690306782722473,0.0007332276494707912,0.0033731747884303332
28,0.8724061250686646,0.001098312810063362,0.0037006660364568233,0.01224527033045888,0.010688571818172931,0.06118046119809151,0.0074221751186996695,0.031258424185216425
29,0.0013054858543910086,0.00016266929742414504,0.0003662486560642719,0.004500805027782917,9.017340707941912e-05,0.010047964565455914,0.07537529915571213,0.9081513524055481
30,0.000209033431019634,6.984193169046193e-05,0.00030714658496435734,0.831726861000061,0.0014435347635298966,0.012103791907429695,0.0005100422655232251,0.15362972691655158
31,0.00040432263631373644,5.297197844811308e-06,0.9991079211235047,1.6356026935682167e-05,4.611836106960254e-06,0.00029664715693797914,2.2628500755672575e-05,0.00014222320169210434
32,0.0014159551938064396,4.4274639367358756e-05,0.00020327430975157766,0.00011588913039304317,4.074548451171722e-05,0.9969966411590576,0.0002708377345697954,0.0009124203235842288
