file_id,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7
1,0.003471190948039293,0.00039401700050802904,0.9585554361343384,0.015601287502795458,0.00041940073133446277,0.004804708017036319,0.0025729394052177667,0.014181030075997114
2,0.8564653396606445,0.0004829590558074415,0.005595047492533922,0.0029821435920894144,0.0008169497014023364,0.07671145312488079,0.017406741715967657,0.03953934907913208
3,0.9980521321296691,8.841808667057194e-05,0.00024263532250188292,0.00012106853901059367,2.166213325835997e-05,0.0006889152457006276,0.00021990594686940312,0.0005653051193803549
4,0.42806494832038877,0.0016506198793649674,0.03974365219473839,0.07456311210989952,0.006207358185201883,0.07813538759946823,0.1181562900543213,0.25347863137722015
5,0.981142771244049,0.0002865040543838404,0.001306546782143414,0.001986646233126521,9.549236710881814e-05,0.00446687126532197,0.0007390427577774972,0.009976145438849926
6,0.005878889421001077,0.00040259667148347946,0.003872927092015743,0.0005819962243549526,4.162214099778794e-05,0.985718059539795,0.0006184023921377956,0.002885483484715223
7,0.00025232414045603944,0.00016794162220321596,0.0005072328640380874,0.7505642533302307,0.0008474103990010918,0.026106330938637255,0.0009103665710426867,0.2206441193819046
8,0.9081805944442749,0.002945091249421239,0.016252052038908005,0.0030794787220656873,0.0004252288490533829,0.035177674144506454,0.005156050948426127,0.02878381572663784
9,0.9735271453857421,0.00018151880940422415,0.0011364245088770985,0.0012514628586359322,0.0001717970211757347,0.005532933212816715,0.0015377138974145056,0.016661032941192387
10,0.5385840356349945,0.006554068997502327,0.12389926314353943,0.022921302914619447,0.0054115891456604,0.04275334365665913,0.07001508697867394,0.1898613080382347
11,0.0017697023693472147,0.0005554004572331905,0.0022085862001404166,0.0010708837886340915,0.00024274075985886157,0.9884946465492248,0.0010665716254152358,0.004591473937034607
12,0.8835673093795776,0.022283572889864444,0.02199250180274248,0.004383057774975896,0.0002875702441087924,0.04273610934615135,0.004803574224933982,0.019946329295635223
13,0.9986445784568787,4.5855214193579744e-05,8.504616853315383e-05,9.630174463381991e-05,2.3907958893687465e-05,0.000556657335255295,9.848823283391539e-05,0.0004491878382395953
14,0.9944676041603089,0.00010912707512034103,0.00109189233626239,0.00033362504618708046,0.00011150345380883664,0.0008198095543775708,0.0006024990696460008,0.002463940228335559
